date,store,product,sales
2021-01-07,Store_A,Product_Y,185
2021-01-07,Store_A,Product_Z,426
2021-01-07,Store_B,Product_X,367
2021-01-07,Store_B,Product_Y,272
2021-01-07,Store_B,Product_Z,51
2021-01-07,Store_C,Product_X,403
2021-01-07,Store_C,Product_Y,473
2021-01-07,Store_C,Product_Z,365
2021-01-08,Store_A,Product_X,159
2021-01-08,Store_A,Product_Y,476
2021-01-08,Store_A,Product_Z,462
2021-01-08,Store_B,Product_X,362
2021-01-08,Store_B,Product_Y,212
2021-01-08,Store_B,Product_Z,470
2021-01-08,Store_C,Product_X,122
2021-01-08,Store_C,Product_Y,229
2021-01-08,Store_C,Product_Z,325
2021-01-09,Store_A,Product_X,329
2021-01-09,Store_A,Product_Y,359
2021-01-09,Store_A,Product_Z,414
2021-01-09,Store_B,Product_X,202
2021-01-09,Store_B,Product_Y,309
2021-01-09,Store_B,Product_Z,84
2021-01-09,Store_C,Product_X,355
2021-01-09,Store_C,Product_Y,485
2021-01-09,Store_C,Product_Z,284
2021-01-10,Store_A,Product_X,108
2021-01-10,Store_A,Product_Y,250
2021-01-10,Store_A,Product_Z,166
2021-01-10,Store_B,Product_X,112
2021-01-10,Store_B,Product_Y,179
2021-01-10,Store_B,Product_Z,93
2021-01-10,Store_C,Product_X,444
2021-01-10,Store_C,Product_Y,262
2021-01-10,Store_C,Product_Z,90
2021-01-11,Store_A,Product_X,166
2021-01-11,Store_A,Product_Y,318
2021-01-11,Store_A,Product_Z,251
2021-01-11,Store_B,Product_X,443
2021-01-11,Store_B,Product_Y,201
2021-01-11,Store_B,Product_Z,359
2021-01-11,Store_C,Product_X,204
2021-01-11,Store_C,Product_Y,211
2021-01-11,Store_C,Product_Z,307
2021-01-12,Store_A,Product_X,287
2021-01-12,Store_A,Product_Y,211
2021-01-12,Store_A,Product_Z,306
2021-01-12,Store_B,Product_X,220
2021-01-12,Store_B,Product_Y,281
2021-01-12,Store_B,Product_Z,317
2021-01-12,Store_C,Product_X,265
2021-01-12,Store_C,Product_Y,453
2021-01-12,Store_C,Product_Z,109
2021-01-13,Store_A,Product_X,446
2021-01-13,Store_A,Product_Y,216
2021-01-13,Store_A,Product_Z,107
2021-01-13,Store_B,Product_X,488
2021-01-13,Store_B,Product_Y,197
2021-01-13,Store_B,Product_Z,314
2021-01-13,Store_C,Product_X,270
2021-01-13,Store_C,Product_Y,165
2021-01-13,Store_C,Product_Z,167
2021-01-14,Store_A,Product_X,420
2021-01-14,Store_A,Product_Y,273
2021-01-14,Store_A,Product_Z,349
2021-01-14,Store_B,Product_X,374
2021-01-14,Store_B,Product_Y,65
2021-01-14,Store_B,Product_Z,300
2021-01-14,Store_C,Product_X,70
2021-01-14,Store_C,Product_Y,466
2021-01-14,Store_C,Product_Z,177
2021-01-15,Store_A,Product_X,131
2021-01-15,Store_A,Product_Y,474
2021-01-15,Store_A,Product_Z,147
2021-01-15,Store_B,Product_X,386
2021-01-15,Store_B,Product_Y,330
2021-01-15,Store_B,Product_Z,116
2021-01-15,Store_C,Product_X,122
2021-01-15,Store_C,Product_Y,91
2021-01-15,Store_C,Product_Z,169
2021-01-16,Store_A,Product_X,372
2021-01-16,Store_A,Product_Y,106
2021-01-16,Store_A,Product_Z,402
2021-01-16,Store_B,Product_X,147
2021-01-16,Store_B,Product_Y,420
2021-01-16,Store_B,Product_Z,165
2021-01-16,Store_C,Product_X,124
2021-01-16,Store_C,Product_Y,258
2021-01-16,Store_C,Product_Z,172
2021-01-17,Store_A,Product_X,114
2021-01-17,Store_A,Product_Y,340
2021-01-17,Store_A,Product_Z,147
2021-01-17,Store_B,Product_X,135
2021-01-17,Store_B,Product_Y,494
2021-01-17,Store_B,Product_Z,274
2021-01-17,Store_C,Product_X,351
2021-01-17,Store_C,Product_Y,208
2021-01-17,Store_C,Product_Z,485
2021-01-18,Store_A,Product_X,230
2021-01-18,Store_A,Product_Y,376
2021-01-18,Store_A,Product_Z,255
2021-01-18,Store_B,Product_X,330
2021-01-18,Store_B,Product_Y,421
2021-01-18,Store_B,Product_Z,260
2021-01-18,Store_C,Product_X,407
2021-01-18,Store_C,Product_Y,130
2021-01-18,Store_C,Product_Z,110
2021-01-19,Store_A,Product_X,426
2021-01-19,Store_A,Product_Y,255
2021-01-19,Store_A,Product_Z,214
2021-01-19,Store_B,Product_X,406
2021-01-19,Store_B,Product_Y,233
2021-01-19,Store_B,Product_Z,408
2021-01-19,Store_C,Product_X,201
2021-01-19,Store_C,Product_Y,73
2021-01-19,Store_C,Product_Z,160
2021-01-20,Store_A,Product_X,320
2021-01-20,Store_A,Product_Y,320
2021-01-20,Store_A,Product_Z,183
2021-01-20,Store_B,Product_X,262
2021-01-20,Store_B,Product_Y,77
2021-01-20,Store_B,Product_Z,467
2021-01-20,Store_C,Product_X,199
2021-01-20,Store_C,Product_Y,75
2021-01-20,Store_C,Product_Z,352
2021-01-21,Store_A,Product_X,196
2021-01-21,Store_A,Product_Y,448
2021-01-21,Store_A,Product_Z,371
2021-01-21,Store_B,Product_X,218
2021-01-21,Store_B,Product_Y,225
2021-01-21,Store_B,Product_Z,374
2021-01-21,Store_C,Product_X,455
2021-01-21,Store_C,Product_Y,302
2021-01-21,Store_C,Product_Z,292
2021-01-22,Store_A,Product_X,152
2021-01-22,Store_A,Product_Y,364
2021-01-22,Store_A,Product_Z,202
2021-01-22,Store_B,Product_X,288
2021-01-22,Store_B,Product_Y,343
2021-01-22,Store_B,Product_Z,443
2021-01-22,Store_C,Product_X,464
2021-01-22,Store_C,Product_Y,151
2021-01-22,Store_C,Product_Z,425
2021-01-23,Store_A,Product_X,120
2021-01-23,Store_A,Product_Y,449
2021-01-23,Store_A,Product_Z,248
2021-01-23,Store_B,Product_X,472
2021-01-23,Store_B,Product_Y,254
2021-01-23,Store_B,Product_Z,212
2021-01-23,Store_C,Product_X,423
2021-01-23,Store_C,Product_Y,324
2021-01-23,Store_C,Product_Z,363
2021-01-24,Store_A,Product_X,336
2021-01-24,Store_A,Product_Y,287
2021-01-24,Store_A,Product_Z,432
2021-01-24,Store_B,Product_X,237
2021-01-24,Store_B,Product_Y,416
2021-01-24,Store_B,Product_Z,331
2021-01-24,Store_C,Product_X,85
2021-01-24,Store_C,Product_Y,400
2021-01-24,Store_C,Product_Z,492
2021-01-25,Store_A,Product_X,104
2021-01-25,Store_A,Product_Y,175
2021-01-25,Store_A,Product_Z,362
2021-01-25,Store_B,Product_X,374
2021-01-25,Store_B,Product_Y,403
2021-01-25,Store_B,Product_Z,65
2021-01-25,Store_C,Product_X,468
2021-01-25,Store_C,Product_Y,415
2021-01-25,Store_C,Product_Z,71
2021-01-26,Store_A,Product_X,196
2021-01-26,Store_A,Product_Y,264
2021-01-26,Store_A,Product_Z,454
2021-01-26,Store_B,Product_X,440
2021-01-26,Store_B,Product_Y,188
2021-01-26,Store_B,Product_Z,331
2021-01-26,Store_C,Product_X,50
2021-01-26,Store_C,Product_Y,370
2021-01-26,Store_C,Product_Z,79
2021-01-27,Store_A,Product_X,216
2021-01-27,Store_A,Product_Y,452
2021-01-27,Store_A,Product_Z,99
2021-01-27,Store_B,Product_X,320
2021-01-27,Store_B,Product_Y,479
2021-01-27,Store_B,Product_Z,287
2021-01-27,Store_C,Product_X,178
2021-01-27,Store_C,Product_Y,135
2021-01-27,Store_C,Product_Z,246
2021-01-28,Store_A,Product_X,469
2021-01-28,Store_A,Product_Y,447
2021-01-28,Store_A,Product_Z,238
2021-01-28,Store_B,Product_X,437
2021-01-28,Store_B,Product_Y,137
2021-01-28,Store_B,Product_Z,204
2021-01-28,Store_C,Product_X,156
2021-01-28,Store_C,Product_Y,240
2021-01-28,Store_C,Product_Z,59
2021-01-29,Store_A,Product_X,479
2021-01-29,Store_A,Product_Y,193
2021-01-29,Store_A,Product_Z,209
2021-01-29,Store_B,Product_X,335
2021-01-29,Store_B,Product_Y,470
2021-01-29,Store_B,Product_Z,51
2021-01-29,Store_C,Product_X,79
2021-01-29,Store_C,Product_Y,469
2021-01-29,Store_C,Product_Z,105
2021-01-30,Store_A,Product_X,273
2021-01-30,Store_A,Product_Y,384
2021-01-30,Store_A,Product_Z,142
2021-01-30,Store_B,Product_X,114
2021-01-30,Store_B,Product_Y,69
2021-01-30,Store_B,Product_Z,397
2021-01-30,Store_C,Product_X,107
2021-01-30,Store_C,Product_Y,214
2021-01-30,Store_C,Product_Z,494
2021-01-31,Store_A,Product_X,343
2021-01-31,Store_A,Product_Y,336
2021-01-31,Store_A,Product_Z,244
2021-01-31,Store_B,Product_X,63
2021-01-31,Store_B,Product_Y,450
2021-01-31,Store_B,Product_Z,448
2021-01-31,Store_C,Product_X,205
2021-01-31,Store_C,Product_Y,116
2021-01-31,Store_C,Product_Z,486
2021-02-01,Store_A,Product_X,289
2021-02-01,Store_A,Product_Y,478
2021-02-01,Store_A,Product_Z,136
2021-02-01,Store_B,Product_X,220
2021-02-01,Store_B,Product_Y,57
2021-02-01,Store_B,Product_Z,118
2021-02-01,Store_C,Product_X,258
2021-02-01,Store_C,Product_Y,61
2021-02-01,Store_C,Product_Z,412
2021-02-02,Store_A,Product_X,380
2021-02-02,Store_A,Product_Y,434
2021-02-02,Store_A,Product_Z,65
2021-02-02,Store_B,Product_X,113
2021-02-02,Store_B,Product_Y,255
2021-02-02,Store_B,Product_Z,174
2021-02-02,Store_C,Product_X,65
2021-02-02,Store_C,Product_Y,104
2021-02-02,Store_C,Product_Z,176
2021-02-03,Store_A,Product_X,440
2021-02-03,Store_A,Product_Y,145
2021-02-03,Store_A,Product_Z,84
2021-02-03,Store_B,Product_X,368
2021-02-03,Store_B,Product_Y,232
2021-02-03,Store_B,Product_Z,250
2021-02-03,Store_C,Product_X,217
2021-02-03,Store_C,Product_Y,325
2021-02-03,Store_C,Product_Z,167
2021-02-04,Store_A,Product_X,167
2021-02-04,Store_A,Product_Y,344
2021-02-04,Store_A,Product_Z,243
2021-02-04,Store_B,Product_X,153
2021-02-04,Store_B,Product_Y,204
2021-02-04,Store_B,Product_Z,72
2021-02-04,Store_C,Product_X,86
2021-02-04,Store_C,Product_Y,139
2021-02-04,Store_C,Product_Z,477
2021-02-05,Store_A,Product_X,468
2021-02-05,Store_A,Product_Y,382
2021-02-05,Store_A,Product_Z,140
2021-02-05,Store_B,Product_X,483
2021-02-05,Store_B,Product_Y,61
2021-02-05,Store_B,Product_Z,163
2021-02-05,Store_C,Product_X,271
2021-02-05,Store_C,Product_Y,199
2021-02-05,Store_C,Product_Z,352
2021-02-06,Store_A,Product_X,195
2021-02-06,Store_A,Product_Y,131
2021-02-06,Store_A,Product_Z,304
2021-02-06,Store_B,Product_X,376
2021-02-06,Store_B,Product_Y,284
2021-02-06,Store_B,Product_Z,96
2021-02-06,Store_C,Product_X,329
2021-02-06,Store_C,Product_Y,280
2021-02-06,Store_C,Product_Z,188
2021-02-07,Store_A,Product_X,383
2021-02-07,Store_A,Product_Y,158
2021-02-07,Store_A,Product_Z,472
2021-02-07,Store_B,Product_X,267
2021-02-07,Store_B,Product_Y,156
2021-02-07,Store_B,Product_Z,444
2021-02-07,Store_C,Product_X,204
2021-02-07,Store_C,Product_Y,411
2021-02-07,Store_C,Product_Z,106
2021-02-08,Store_A,Product_X,232
2021-02-08,Store_A,Product_Y,286
2021-02-08,Store_A,Product_Z,234
2021-02-08,Store_B,Product_X,326
2021-02-08,Store_B,Product_Y,236
2021-02-08,Store_B,Product_Z,84
2021-02-08,Store_C,Product_X,325
2021-02-08,Store_C,Product_Y,222
2021-02-08,Store_C,Product_Z,235
2021-02-09,Store_A,Product_X,280
2021-02-09,Store_A,Product_Y,314
2021-02-09,Store_A,Product_Z,263
2021-02-09,Store_B,Product_X,65
2021-02-09,Store_B,Product_Y,281
2021-02-09,Store_B,Product_Z,288
2021-02-09,Store_C,Product_X,202
2021-02-09,Store_C,Product_Y,284
2021-02-09,Store_C,Product_Z,129
2021-02-10,Store_A,Product_X,493
2021-02-10,Store_A,Product_Y,195
2021-02-10,Store_A,Product_Z,103
2021-02-10,Store_B,Product_X,278
2021-02-10,Store_B,Product_Y,300
2021-02-10,Store_B,Product_Z,151
2021-02-10,Store_C,Product_X,213
2021-02-10,Store_C,Product_Y,470
2021-02-10,Store_C,Product_Z,92
2021-02-11,Store_A,Product_X,176
2021-02-11,Store_A,Product_Y,437
2021-02-11,Store_A,Product_Z,470
2021-02-11,Store_B,Product_X,430
2021-02-11,Store_B,Product_Y,147
2021-02-11,Store_B,Product_Z,368
2021-02-11,Store_C,Product_X,103
2021-02-11,Store_C,Product_Y,112
2021-02-11,Store_C,Product_Z,484
2021-02-12,Store_A,Product_X,315
2021-02-12,Store_A,Product_Y,87
2021-02-12,Store_A,Product_Z,270
2021-02-12,Store_B,Product_X,449
2021-02-12,Store_B,Product_Y,232
2021-02-12,Store_B,Product_Z,214
2021-02-12,Store_C,Product_X,157
2021-02-12,Store_C,Product_Y,472
2021-02-12,Store_C,Product_Z,139
2021-02-13,Store_A,Product_X,269
2021-02-13,Store_A,Product_Y,444
2021-02-13,Store_A,Product_Z,92
2021-02-13,Store_B,Product_X,225
2021-02-13,Store_B,Product_Y,130
2021-02-13,Store_B,Product_Z,266
2021-02-13,Store_C,Product_X,277
2021-02-13,Store_C,Product_Y,213
2021-02-13,Store_C,Product_Z,347
2021-02-14,Store_A,Product_X,320
2021-02-14,Store_A,Product_Y,451
2021-02-14,Store_A,Product_Z,336
2021-02-14,Store_B,Product_X,469
2021-02-14,Store_B,Product_Y,128
2021-02-14,Store_B,Product_Z,492
2021-02-14,Store_C,Product_X,396
2021-02-14,Store_C,Product_Y,163
2021-02-14,Store_C,Product_Z,395
2021-02-15,Store_A,Product_X,309
2021-02-15,Store_A,Product_Y,425
2021-02-15,Store_A,Product_Z,137
2021-02-15,Store_B,Product_X,181
2021-02-15,Store_B,Product_Y,413
2021-02-15,Store_B,Product_Z,157
2021-02-15,Store_C,Product_X,470
2021-02-15,Store_C,Product_Y,314
2021-02-15,Store_C,Product_Z,217
2021-02-16,Store_A,Product_X,406
2021-02-16,Store_A,Product_Y,271
2021-02-16,Store_A,Product_Z,169
2021-02-16,Store_B,Product_X,447
2021-02-16,Store_B,Product_Y,371
2021-02-16,Store_B,Product_Z,313
2021-02-16,Store_C,Product_X,466
2021-02-16,Store_C,Product_Y,350
2021-02-16,Store_C,Product_Z,66
2021-02-17,Store_A,Product_X,84
2021-02-17,Store_A,Product_Y,163
2021-02-17,Store_A,Product_Z,258
2021-02-17,Store_B,Product_X,444
2021-02-17,Store_B,Product_Y,78
2021-02-17,Store_B,Product_Z,343
2021-02-17,Store_C,Product_X,116
2021-02-17,Store_C,Product_Y,459
2021-02-17,Store_C,Product_Z,263
2021-02-18,Store_A,Product_X,376
2021-02-18,Store_A,Product_Y,92
2021-02-18,Store_A,Product_Z,288
2021-02-18,Store_B,Product_X,326
2021-02-18,Store_B,Product_Y,437
2021-02-18,Store_B,Product_Z,303
2021-02-18,Store_C,Product_X,490
2021-02-18,Store_C,Product_Y,137
2021-02-18,Store_C,Product_Z,484
2021-02-19,Store_A,Product_X,128
2021-02-19,Store_A,Product_Y,240
2021-02-19,Store_A,Product_Z,125
2021-02-19,Store_B,Product_X,146
2021-02-19,Store_B,Product_Y,494
2021-02-19,Store_B,Product_Z,446
2021-02-19,Store_C,Product_X,164
2021-02-19,Store_C,Product_Y,248
2021-02-19,Store_C,Product_Z,360
2021-02-20,Store_A,Product_X,372
2021-02-20,Store_A,Product_Y,347
2021-02-20,Store_A,Product_Z,491
2021-02-20,Store_B,Product_X,428
2021-02-20,Store_B,Product_Y,152
2021-02-20,Store_B,Product_Z,104
2021-02-20,Store_C,Product_X,255
2021-02-20,Store_C,Product_Y,72
2021-02-20,Store_C,Product_Z,52
2021-02-21,Store_A,Product_X,178
2021-02-21,Store_A,Product_Y,377
2021-02-21,Store_A,Product_Z,103
2021-02-21,Store_B,Product_X,360
2021-02-21,Store_B,Product_Y,107
2021-02-21,Store_B,Product_Z,474
2021-02-21,Store_C,Product_X,88
2021-02-21,Store_C,Product_Y,315
2021-02-21,Store_C,Product_Z,453
2021-02-22,Store_A,Product_X,70
2021-02-22,Store_A,Product_Y,375
2021-02-22,Store_A,Product_Z,286
2021-02-22,Store_B,Product_X,465
2021-02-22,Store_B,Product_Y,336
2021-02-22,Store_B,Product_Z,176
2021-02-22,Store_C,Product_X,192
2021-02-22,Store_C,Product_Y,358
2021-02-22,Store_C,Product_Z,229
2021-02-23,Store_A,Product_X,424
2021-02-23,Store_A,Product_Y,156
2021-02-23,Store_A,Product_Z,239
2021-02-23,Store_B,Product_X,177
2021-02-23,Store_B,Product_Y,421
2021-02-23,Store_B,Product_Z,77
2021-02-23,Store_C,Product_X,281
2021-02-23,Store_C,Product_Y,475
2021-02-23,Store_C,Product_Z,480
2021-02-24,Store_A,Product_X,495
2021-02-24,Store_A,Product_Y,381
2021-02-24,Store_A,Product_Z,343
2021-02-24,Store_B,Product_X,228
2021-02-24,Store_B,Product_Y,166
2021-02-24,Store_B,Product_Z,439
2021-02-24,Store_C,Product_X,339
2021-02-24,Store_C,Product_Y,174
2021-02-24,Store_C,Product_Z,213
2021-02-25,Store_A,Product_X,468
2021-02-25,Store_A,Product_Y,412
2021-02-25,Store_A,Product_Z,375
2021-02-25,Store_B,Product_X,465
2021-02-25,Store_B,Product_Y,326
2021-02-25,Store_B,Product_Z,164
2021-02-25,Store_C,Product_X,376
2021-02-25,Store_C,Product_Y,94
2021-02-25,Store_C,Product_Z,127
2021-02-26,Store_A,Product_X,376
2021-02-26,Store_A,Product_Y,165
2021-02-26,Store_A,Product_Z,118
2021-02-26,Store_B,Product_X,143
2021-02-26,Store_B,Product_Y,140
2021-02-26,Store_B,Product_Z,172
2021-02-26,Store_C,Product_X,172
2021-02-26,Store_C,Product_Y,363
2021-02-26,Store_C,Product_Z,87
2021-02-27,Store_A,Product_X,488
2021-02-27,Store_A,Product_Y,435
2021-02-27,Store_A,Product_Z,340
2021-02-27,Store_B,Product_X,285
2021-02-27,Store_B,Product_Y,273
2021-02-27,Store_B,Product_Z,401
2021-02-27,Store_C,Product_X,82
2021-02-27,Store_C,Product_Y,127
2021-02-27,Store_C,Product_Z,204
2021-02-28,Store_A,Product_X,58
2021-02-28,Store_A,Product_Y,184
2021-02-28,Store_A,Product_Z,348
2021-02-28,Store_B,Product_X,249
2021-02-28,Store_B,Product_Y,282
2021-02-28,Store_B,Product_Z,499
2021-02-28,Store_C,Product_X,81
2021-02-28,Store_C,Product_Y,70
2021-02-28,Store_C,Product_Z,316
2021-03-01,Store_A,Product_X,485
2021-03-01,Store_A,Product_Y,394
2021-03-01,Store_A,Product_Z,297
2021-03-01,Store_B,Product_X,382
2021-03-01,Store_B,Product_Y,427
2021-03-01,Store_B,Product_Z,140
2021-03-01,Store_C,Product_X,265
2021-03-01,Store_C,Product_Y,353
2021-03-01,Store_C,Product_Z,89
2021-03-02,Store_A,Product_X,499
2021-03-02,Store_A,Product_Y,247
2021-03-02,Store_A,Product_Z,76
2021-03-02,Store_B,Product_X,336
2021-03-02,Store_B,Product_Y,287
2021-03-02,Store_B,Product_Z,74
2021-03-02,Store_C,Product_X,145
2021-03-02,Store_C,Product_Y,222
2021-03-02,Store_C,Product_Z,464
2021-03-03,Store_A,Product_X,104
2021-03-03,Store_A,Product_Y,315
2021-03-03,Store_A,Product_Z,294
2021-03-03,Store_B,Product_X,457
2021-03-03,Store_B,Product_Y,435
2021-03-03,Store_B,Product_Z,325
2021-03-03,Store_C,Product_X,257
2021-03-03,Store_C,Product_Y,354
2021-03-03,Store_C,Product_Z,334
2021-03-04,Store_A,Product_X,440
2021-03-04,Store_A,Product_Y,447
2021-03-04,Store_A,Product_Z,65
2021-03-04,Store_B,Product_X,379
2021-03-04,Store_B,Product_Y,347
2021-03-04,Store_B,Product_Z,257
2021-03-04,Store_C,Product_X,144
2021-03-04,Store_C,Product_Y,211
2021-03-04,Store_C,Product_Z,428
2021-03-05,Store_A,Product_X,280
2021-03-05,Store_A,Product_Y,343
2021-03-05,Store_A,Product_Z,425
2021-03-05,Store_B,Product_X,93
2021-03-05,Store_B,Product_Y,469
2021-03-05,Store_B,Product_Z,70
2021-03-05,Store_C,Product_X,443
2021-03-05,Store_C,Product_Y,218
2021-03-05,Store_C,Product_Z,361
2021-03-06,Store_A,Product_X,447
2021-03-06,Store_A,Product_Y,464
2021-03-06,Store_A,Product_Z,488
2021-03-06,Store_B,Product_X,266
2021-03-06,Store_B,Product_Y,331
2021-03-06,Store_B,Product_Z,472
2021-03-06,Store_C,Product_X,442
2021-03-06,Store_C,Product_Y,109
2021-03-06,Store_C,Product_Z,226
2021-03-07,Store_A,Product_X,286
2021-03-07,Store_A,Product_Y,292
2021-03-07,Store_A,Product_Z,369
2021-03-07,Store_B,Product_X,173
2021-03-07,Store_B,Product_Y,454
2021-03-07,Store_B,Product_Z,297
2021-03-07,Store_C,Product_X,64
2021-03-07,Store_C,Product_Y,486
2021-03-07,Store_C,Product_Z,358
2021-03-08,Store_A,Product_X,194
2021-03-08,Store_A,Product_Y,296
2021-03-08,Store_A,Product_Z,423
2021-03-08,Store_B,Product_X,52
2021-03-08,Store_B,Product_Y,485
2021-03-08,Store_B,Product_Z,51
2021-03-08,Store_C,Product_X,332
2021-03-08,Store_C,Product_Y,430
2021-03-08,Store_C,Product_Z,73
2021-03-09,Store_A,Product_X,288
2021-03-09,Store_A,Product_Y,368
2021-03-09,Store_A,Product_Z,243
2021-03-09,Store_B,Product_X,260
2021-03-09,Store_B,Product_Y,65
2021-03-09,Store_B,Product_Z,54
2021-03-09,Store_C,Product_X,254
2021-03-09,Store_C,Product_Y,473
2021-03-09,Store_C,Product_Z,311
2021-03-10,Store_A,Product_X,419
2021-03-10,Store_A,Product_Y,273
2021-03-10,Store_A,Product_Z,295
2021-03-10,Store_B,Product_X,478
2021-03-10,Store_B,Product_Y,116
2021-03-10,Store_B,Product_Z,405
2021-03-10,Store_C,Product_X,469
2021-03-10,Store_C,Product_Y,62
2021-03-10,Store_C,Product_Z,165
2021-03-11,Store_A,Product_X,344
2021-03-11,Store_A,Product_Y,441
2021-03-11,Store_A,Product_Z,200
2021-03-11,Store_B,Product_X,396
2021-03-11,Store_B,Product_Y,126
2021-03-11,Store_B,Product_Z,239
2021-03-11,Store_C,Product_X,148
2021-03-11,Store_C,Product_Y,69
2021-03-11,Store_C,Product_Z,140
2021-03-12,Store_A,Product_X,173
2021-03-12,Store_A,Product_Y,163
2021-03-12,Store_A,Product_Z,59
2021-03-12,Store_B,Product_X,189
2021-03-12,Store_B,Product_Y,87
2021-03-12,Store_B,Product_Z,387
2021-03-12,Store_C,Product_X,126
2021-03-12,Store_C,Product_Y,331
2021-03-12,Store_C,Product_Z,115
2021-03-13,Store_A,Product_X,327
2021-03-13,Store_A,Product_Y,247
2021-03-13,Store_A,Product_Z,200
2021-03-13,Store_B,Product_X,153
2021-03-13,Store_B,Product_Y,150
2021-03-13,Store_B,Product_Z,373
2021-03-13,Store_C,Product_X,446
2021-03-13,Store_C,Product_Y,93
2021-03-13,Store_C,Product_Z,444
2021-03-14,Store_A,Product_X,204
2021-03-14,Store_A,Product_Y,126
2021-03-14,Store_A,Product_Z,156
2021-03-14,Store_B,Product_X,431
2021-03-14,Store_B,Product_Y,212
2021-03-14,Store_B,Product_Z,88
2021-03-14,Store_C,Product_X,444
2021-03-14,Store_C,Product_Y,93
2021-03-14,Store_C,Product_Z,301
2021-03-15,Store_A,Product_X,381
2021-03-15,Store_A,Product_Y,336
2021-03-15,Store_A,Product_Z,127
2021-03-15,Store_B,Product_X,166
2021-03-15,Store_B,Product_Y,249
2021-03-15,Store_B,Product_Z,129
2021-03-15,Store_C,Product_X,400
2021-03-15,Store_C,Product_Y,248
2021-03-15,Store_C,Product_Z,309
2021-03-16,Store_A,Product_X,353
2021-03-16,Store_A,Product_Y,410
2021-03-16,Store_A,Product_Z,171
2021-03-16,Store_B,Product_X,80
2021-03-16,Store_B,Product_Y,86
2021-03-16,Store_B,Product_Z,270
2021-03-16,Store_C,Product_X,372
2021-03-16,Store_C,Product_Y,227
2021-03-16,Store_C,Product_Z,66
2021-03-17,Store_A,Product_X,120
2021-03-17,Store_A,Product_Y,229
2021-03-17,Store_A,Product_Z,331
2021-03-17,Store_B,Product_X,125
2021-03-17,Store_B,Product_Y,492
2021-03-17,Store_B,Product_Z,457
2021-03-17,Store_C,Product_X,409
2021-03-17,Store_C,Product_Y,258
2021-03-17,Store_C,Product_Z,172
2021-03-18,Store_A,Product_X,88
2021-03-18,Store_A,Product_Y,289
2021-03-18,Store_A,Product_Z,319
2021-03-18,Store_B,Product_X,495
2021-03-18,Store_B,Product_Y,496
2021-03-18,Store_B,Product_Z,277
2021-03-18,Store_C,Product_X,103
2021-03-18,Store_C,Product_Y,379
2021-03-18,Store_C,Product_Z,51
2021-03-19,Store_A,Product_X,237
2021-03-19,Store_A,Product_Y,63
2021-03-19,Store_A,Product_Z,108
2021-03-19,Store_B,Product_X,102
2021-03-19,Store_B,Product_Y,196
2021-03-19,Store_B,Product_Z,335
2021-03-19,Store_C,Product_X,280
2021-03-19,Store_C,Product_Y,73
2021-03-19,Store_C,Product_Z,465
2021-03-20,Store_A,Product_X,73
2021-03-20,Store_A,Product_Y,373
2021-03-20,Store_A,Product_Z,129
2021-03-20,Store_B,Product_X,186
2021-03-20,Store_B,Product_Y,135
2021-03-20,Store_B,Product_Z,92
2021-03-20,Store_C,Product_X,254
2021-03-20,Store_C,Product_Y,361
